endpoint1,endpoint2,step,time_index,time,formant,frequency
w02aw,w02iy,7,25,0.559,3,3084
w02aw,w02iy,7,26,0.577,1,519
w02aw,w02iy,7,26,0.577,2,2327
w02aw,w02iy,7,26,0.577,3,3029
w02aw,w02iy,7,27,0.595,1,494
w02aw,w02iy,7,27,0.595,2,2120
w02aw,w02iy,7,27,0.595,3,2990
w02aw,w02iy,7,28,0.612,1,449
w02aw,w02iy,7,28,0.612,2,1936
w02aw,w02iy,7,28,0.612,3,2983
w02aw,w02iy,7,29,0.63,1,391
w02aw,w02iy,7,29,0.63,2,2046
w02aw,w02iy,7,29,0.63,3,3048
w02aw,w02iy,7,30,0.648,1,436
w02aw,w02iy,7,30,0.648,2,2084
w02aw,w02iy,7,30,0.648,3,3319
w02aw,w02iy,8,1,0.132,1,470
w02aw,w02iy,8,1,0.132,2,2362
w02aw,w02iy,8,1,0.132,3,3386
w02aw,w02iy,8,2,0.15,1,507
w02aw,w02iy,8,2,0.15,2,2380
w02aw,w02iy,8,2,0.15,3,3440
w02aw,w02iy,8,3,0.168,1,524
w02aw,w02iy,8,3,0.168,2,2390
w02aw,w02iy,8,3,0.168,3,3445
w02aw,w02iy,8,4,0.186,1,522
w02aw,w02iy,8,4,0.186,2,2379
w02aw,w02iy,8,4,0.186,3,3416
w02aw,w02iy,8,5,0.203,1,518
w02aw,w02iy,8,5,0.203,2,2420
w02aw,w02iy,8,5,0.203,3,3441
w02aw,w02iy,8,6,0.221,1,515
w02aw,w02iy,8,6,0.221,2,2427
w02aw,w02iy,8,6,0.221,3,3484
w02aw,w02iy,8,7,0.239,1,513
w02aw,w02iy,8,7,0.239,2,2414
w02aw,w02iy,8,7,0.239,3,3478
w02aw,w02iy,8,8,0.257,1,512
w02aw,w02iy,8,8,0.257,2,2403
w02aw,w02iy,8,8,0.257,3,3454
w02aw,w02iy,8,9,0.274,1,511
w02aw,w02iy,8,9,0.274,2,2400
w02aw,w02iy,8,9,0.274,3,3430
w02aw,w02iy,8,10,0.292,1,511
w02aw,w02iy,8,10,0.292,2,2403
w02aw,w02iy,8,10,0.292,3,3425
w02aw,w02iy,8,11,0.31,1,508
w02aw,w02iy,8,11,0.31,2,2407
w02aw,w02iy,8,11,0.31,3,3423
w02aw,w02iy,8,12,0.328,1,510
w02aw,w02iy,8,12,0.328,2,2421
w02aw,w02iy,8,12,0.328,3,3433
w02aw,w02iy,8,13,0.346,1,509
w02aw,w02iy,8,13,0.346,2,2430
w02aw,w02iy,8,13,0.346,3,3446
w02aw,w02iy,8,14,0.363,1,509
w02aw,w02iy,8,14,0.363,2,2443
w02aw,w02iy,8,14,0.363,3,3442
w02aw,w02iy,8,15,0.381,1,509
w02aw,w02iy,8,15,0.381,2,2458
w02aw,w02iy,8,15,0.381,3,3430
w02aw,w02iy,8,16,0.399,1,507
w02aw,w02iy,8,16,0.399,2,2474
w02aw,w02iy,8,16,0.399,3,3413
w02aw,w02iy,8,17,0.417,1,507
w02aw,w02iy,8,17,0.417,2,2498
w02aw,w02iy,8,17,0.417,3,3380
w02aw,w02iy,8,18,0.434,1,508
w02aw,w02iy,8,18,0.434,2,2530
w02aw,w02iy,8,18,0.434,3,3395
w02aw,w02iy,8,19,0.452,1,508
w02aw,w02iy,8,19,0.452,2,2544
w02aw,w02iy,8,19,0.452,3,3402
w02aw,w02iy,8,20,0.47,1,505
w02aw,w02iy,8,20,0.47,2,2544
w02aw,w02iy,8,20,0.47,3,3396
w02aw,w02iy,8,21,0.488,1,505
w02aw,w02iy,8,21,0.488,2,2546
w02aw,w02iy,8,21,0.488,3,3387
w02aw,w02iy,8,22,0.506,1,507
w02aw,w02iy,8,22,0.506,2,2573
w02aw,w02iy,8,22,0.506,3,3363
w02aw,w02iy,8,23,0.523,1,511
w02aw,w02iy,8,23,0.523,2,2602
w02aw,w02iy,8,23,0.523,3,3305
w02aw,w02iy,8,24,0.541,1,511
w02aw,w02iy,8,24,0.541,2,2611
w02aw,w02iy,8,24,0.541,3,3221
w02aw,w02iy,8,25,0.559,1,506
w02aw,w02iy,8,25,0.559,2,2523
w02aw,w02iy,8,25,0.559,3,3095
w02aw,w02iy,8,26,0.577,1,495
w02aw,w02iy,8,26,0.577,2,2387
w02aw,w02iy,8,26,0.577,3,3023
w02aw,w02iy,8,27,0.595,1,473
w02aw,w02iy,8,27,0.595,2,2134
w02aw,w02iy,8,27,0.595,3,2979
w02aw,w02iy,8,28,0.612,1,437
w02aw,w02iy,8,28,0.612,2,1923
w02aw,w02iy,8,28,0.612,3,2978
w02aw,w02iy,8,29,0.63,1,382
w02aw,w02iy,8,29,0.63,2,2065
w02aw,w02iy,8,29,0.63,3,3055
w02aw,w02iy,8,30,0.648,1,439
w02aw,w02iy,8,30,0.648,2,2120
w02aw,w02iy,8,30,0.648,3,3396
w02aw,w02iy,9,1,0.132,1,433
w02aw,w02iy,9,1,0.132,2,2603
w02aw,w02iy,9,1,0.132,3,3474
w02aw,w02iy,9,2,0.15,1,472
w02aw,w02iy,9,2,0.15,2,2615
w02aw,w02iy,9,2,0.15,3,3532
w02aw,w02iy,9,3,0.168,1,494
w02aw,w02iy,9,3,0.168,2,2619
w02aw,w02iy,9,3,0.168,3,3538
w02aw,w02iy,9,4,0.186,1,492
w02aw,w02iy,9,4,0.186,2,2608
w02aw,w02iy,9,4,0.186,3,3516
w02aw,w02iy,9,5,0.203,1,485
w02aw,w02iy,9,5,0.203,2,2660
w02aw,w02iy,9,5,0.203,3,3545
w02aw,w02iy,9,6,0.221,1,483
w02aw,w02iy,9,6,0.221,2,2669
w02aw,w02iy,9,6,0.221,3,3597
w02aw,w02iy,9,7,0.239,1,481
w02aw,w02iy,9,7,0.239,2,2652
w02aw,w02iy,9,7,0.239,3,3588
w02aw,w02iy,9,8,0.257,1,479
w02aw,w02iy,9,8,0.257,2,2636
w02aw,w02iy,9,8,0.257,3,3559
w02aw,w02iy,9,9,0.274,1,477
w02aw,w02iy,9,9,0.274,2,2628
w02aw,w02iy,9,9,0.274,3,3530
w02aw,w02iy,9,10,0.292,1,477
w02aw,w02iy,9,10,0.292,2,2627
w02aw,w02iy,9,10,0.292,3,3521
w02aw,w02iy,9,11,0.31,1,474
w02aw,w02iy,9,11,0.31,2,2628
w02aw,w02iy,9,11,0.31,3,3522
w02aw,w02iy,9,12,0.328,1,475
w02aw,w02iy,9,12,0.328,2,2638
w02aw,w02iy,9,12,0.328,3,3531
w02aw,w02iy,9,13,0.346,1,474
w02aw,w02iy,9,13,0.346,2,2641
w02aw,w02iy,9,13,0.346,3,3541
w02aw,w02iy,9,14,0.363,1,474
w02aw,w02iy,9,14,0.363,2,2649
w02aw,w02iy,9,14,0.363,3,3530
w02aw,w02iy,9,15,0.381,1,473
w02aw,w02iy,9,15,0.381,2,2662
w02aw,w02iy,9,15,0.381,3,3517
w02aw,w02iy,9,16,0.399,1,471
w02aw,w02iy,9,16,0.399,2,2677
w02aw,w02iy,9,16,0.399,3,3494
w02aw,w02iy,9,17,0.417,1,470
w02aw,w02iy,9,17,0.417,2,2697
w02aw,w02iy,9,17,0.417,3,3451
w02aw,w02iy,9,18,0.434,1,470
w02aw,w02iy,9,18,0.434,2,2717
w02aw,w02iy,9,18,0.434,3,3464
w02aw,w02iy,9,19,0.452,1,471
w02aw,w02iy,9,19,0.452,2,2716
w02aw,w02iy,9,19,0.452,3,3469
w02aw,w02iy,9,20,0.47,1,469
w02aw,w02iy,9,20,0.47,2,2706
w02aw,w02iy,9,20,0.47,3,3464
w02aw,w02iy,9,21,0.488,1,470
w02aw,w02iy,9,21,0.488,2,2701
w02aw,w02iy,9,21,0.488,3,3470
w02aw,w02iy,9,22,0.506,1,473
w02aw,w02iy,9,22,0.506,2,2714
w02aw,w02iy,9,22,0.506,3,3438
w02aw,w02iy,9,23,0.523,1,477
w02aw,w02iy,9,23,0.523,2,2732
w02aw,w02iy,9,23,0.523,3,3362
w02aw,w02iy,9,24,0.541,1,479
w02aw,w02iy,9,24,0.541,2,2732
w02aw,w02iy,9,24,0.541,3,3259
w02aw,w02iy,9,25,0.559,1,478
w02aw,w02iy,9,25,0.559,2,2618
w02aw,w02iy,9,25,0.559,3,3106
w02aw,w02iy,9,26,0.577,1,471
w02aw,w02iy,9,26,0.577,2,2448
w02aw,w02iy,9,26,0.577,3,3017
w02aw,w02iy,9,27,0.595,1,453
w02aw,w02iy,9,27,0.595,2,2149
w02aw,w02iy,9,27,0.595,3,2969
w02aw,w02iy,9,28,0.612,1,424
w02aw,w02iy,9,28,0.612,2,1910
w02aw,w02iy,9,28,0.612,3,2972
w02aw,w02iy,9,29,0.63,1,373
w02aw,w02iy,9,29,0.63,2,2083
w02aw,w02iy,9,29,0.63,3,3062
w02aw,w02iy,9,30,0.648,1,441
w02aw,w02iy,9,30,0.648,2,2158
w02aw,w02iy,9,30,0.648,3,3477
w02aw,w02iy,10,1,0.132,1,398
w02aw,w02iy,10,1,0.132,2,2873
w02aw,w02iy,10,1,0.132,3,3565
w02aw,w02iy,10,2,0.15,1,438
w02aw,w02iy,10,2,0.15,2,2876
w02aw,w02iy,10,2,0.15,3,3627
w02aw,w02iy,10,3,0.168,1,464
w02aw,w02iy,10,3,0.168,2,2875
w02aw,w02iy,10,3,0.168,3,3635
w02aw,w02iy,10,4,0.186,1,462
w02aw,w02iy,10,4,0.186,2,2861
w02aw,w02iy,10,4,0.186,3,3619
w02aw,w02iy,10,5,0.203,1,454
w02aw,w02iy,10,5,0.203,2,2927
w02aw,w02iy,10,5,0.203,3,3652
w02aw,w02iy,10,6,0.221,1,451
w02aw,w02iy,10,6,0.221,2,2939
w02aw,w02iy,10,6,0.221,3,3715
w02aw,w02iy,10,7,0.239,1,449
w02aw,w02iy,10,7,0.239,2,2917
w02aw,w02iy,10,7,0.239,3,3703
w02aw,w02iy,10,8,0.257,1,447
w02aw,w02iy,10,8,0.257,2,2896
w02aw,w02iy,10,8,0.257,3,3668
w02aw,w02iy,10,9,0.274,1,445
w02aw,w02iy,10,9,0.274,2,2881
w02aw,w02iy,10,9,0.274,3,3634
w02aw,w02iy,10,10,0.292,1,444
w02aw,w02iy,10,10,0.292,2,2876
w02aw,w02iy,10,10,0.292,3,3620
w02aw,w02iy,10,11,0.31,1,440
w02aw,w02iy,10,11,0.31,2,2873
w02aw,w02iy,10,11,0.31,3,3625
w02aw,w02iy,10,12,0.328,1,441
w02aw,w02iy,10,12,0.328,2,2878
w02aw,w02iy,10,12,0.328,3,3633
w02aw,w02iy,10,13,0.346,1,440
w02aw,w02iy,10,13,0.346,2,2874
w02aw,w02iy,10,13,0.346,3,3639
w02aw,w02iy,10,14,0.363,1,439
w02aw,w02iy,10,14,0.363,2,2875
w02aw,w02iy,10,14,0.363,3,3622
w02aw,w02iy,10,15,0.381,1,439
w02aw,w02iy,10,15,0.381,2,2887
w02aw,w02iy,10,15,0.381,3,3608
w02aw,w02iy,10,16,0.399,1,436
w02aw,w02iy,10,16,0.399,2,2899
w02aw,w02iy,10,16,0.399,3,3578
w02aw,w02iy,10,17,0.417,1,434
w02aw,w02iy,10,17,0.417,2,2915
w02aw,w02iy,10,17,0.417,3,3524
w02aw,w02iy,10,18,0.434,1,433
w02aw,w02iy,10,18,0.434,2,2920
w02aw,w02iy,10,18,0.434,3,3535
w02aw,w02iy,10,19,0.452,1,434
w02aw,w02iy,10,19,0.452,2,2902
w02aw,w02iy,10,19,0.452,3,3539
w02aw,w02iy,10,20,0.47,1,434
w02aw,w02iy,10,20,0.47,2,2881
w02aw,w02iy,10,20,0.47,3,3533
w02aw,w02iy,10,21,0.488,1,436
w02aw,w02iy,10,21,0.488,2,2866
w02aw,w02iy,10,21,0.488,3,3554
w02aw,w02iy,10,22,0.506,1,439
w02aw,w02iy,10,22,0.506,2,2864
w02aw,w02iy,10,22,0.506,3,3514
w02aw,w02iy,10,23,0.523,1,444
w02aw,w02iy,10,23,0.523,2,2869
w02aw,w02iy,10,23,0.523,3,3421
w02aw,w02iy,10,24,0.541,1,447
w02aw,w02iy,10,24,0.541,2,2859
w02aw,w02iy,10,24,0.541,3,3297
w02aw,w02iy,10,25,0.559,1,450
w02aw,w02iy,10,25,0.559,2,2718
w02aw,w02iy,10,25,0.559,3,3116
w02aw,w02iy,10,26,0.577,1,448
w02aw,w02iy,10,26,0.577,2,2511
w02aw,w02iy,10,26,0.577,3,3012
w02aw,w02iy,10,27,0.595,1,434
w02aw,w02iy,10,27,0.595,2,2164
w02aw,w02iy,10,27,0.595,3,2958
w02aw,w02iy,10,28,0.612,1,412
w02aw,w02iy,10,28,0.612,2,1897
w02aw,w02iy,10,28,0.612,3,2967
w02aw,w02iy,10,29,0.63,1,364
w02aw,w02iy,10,29,0.63,2,2102
w02aw,w02iy,10,29,0.63,3,3070
w02aw,w02iy,10,30,0.648,1,444
w02aw,w02iy,10,30,0.648,2,2196
w02aw,w02iy,10,30,0.648,3,3559
